user_id,signup_date,core_action_date
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2022-06-08 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2022-06-21 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2022-07-21 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2022-07-30 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2022-08-31 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2022-09-28 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2022-09-30 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2022-10-15 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2022-11-17 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2023-02-20 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2023-03-07 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2023-04-24 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2023-05-06 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2023-05-06 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2023-06-06 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2023-08-10 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2023-09-17 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2023-09-19 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2023-11-12 00:00:00
1e66c711-7561-4e4e-b863-cc993e17c717,2022-02-04 00:00:00,2023-11-25 00:00:00
548dd17d-885d-4bc3-9458-5ecc2d309ac1,2022-09-25 00:00:00,2022-10-13 00:00:00
548dd17d-885d-4bc3-9458-5ecc2d309ac1,2022-09-25 00:00:00,2022-10-19 00:00:00
548dd17d-885d-4bc3-9458-5ecc2d309ac1,2022-09-25 00:00:00,2022-12-29 00:00:00
548dd17d-885d-4bc3-9458-5ecc2d309ac1,2022-09-25 00:00:00,2023-01-24 00:00:00
548dd17d-885d-4bc3-9458-5ecc2d309ac1,2022-09-25 00:00:00,2023-02-25 00:00:00
548dd17d-885d-4bc3-9458-5ecc2d309ac1,2022-09-25 00:00:00,2023-03-23 00:00:00
548dd17d-885d-4bc3-9458-5ecc2d309ac1,2022-09-25 00:00:00,2023-04-30 00:00:00
548dd17d-885d-4bc3-9458-5ecc2d309ac1,2022-09-25 00:00:00,2023-05-07 00:00:00
548dd17d-885d-4bc3-9458-5ecc2d309ac1,2022-09-25 00:00:00,2023-05-31 00:00:00
548dd17d-885d-4bc3-9458-5ecc2d309ac1,2022-09-25 00:00:00,2023-08-23 00:00:00
548dd17d-885d-4bc3-9458-5ecc2d309ac1,2022-09-25 00:00:00,2023-12-03 00:00:00
d79c1da2-ab96-4532-8e2e-10bf67e1b1be,2023-04-06 00:00:00,2023-05-17 00:00:00
d79c1da2-ab96-4532-8e2e-10bf67e1b1be,2023-04-06 00:00:00,2023-05-21 00:00:00
d79c1da2-ab96-4532-8e2e-10bf67e1b1be,2023-04-06 00:00:00,2023-05-30 00:00:00
d79c1da2-ab96-4532-8e2e-10bf67e1b1be,2023-04-06 00:00:00,2023-06-03 00:00:00
d79c1da2-ab96-4532-8e2e-10bf67e1b1be,2023-04-06 00:00:00,2023-06-15 00:00:00
d79c1da2-ab96-4532-8e2e-10bf67e1b1be,2023-04-06 00:00:00,2023-07-27 00:00:00
d79c1da2-ab96-4532-8e2e-10bf67e1b1be,2023-04-06 00:00:00,2023-07-29 00:00:00
d79c1da2-ab96-4532-8e2e-10bf67e1b1be,2023-04-06 00:00:00,2023-08-11 00:00:00
d79c1da2-ab96-4532-8e2e-10bf67e1b1be,2023-04-06 00:00:00,2023-08-20 00:00:00
d79c1da2-ab96-4532-8e2e-10bf67e1b1be,2023-04-06 00:00:00,2023-08-22 00:00:00
d79c1da2-ab96-4532-8e2e-10bf67e1b1be,2023-04-06 00:00:00,2023-09-26 00:00:00
d79c1da2-ab96-4532-8e2e-10bf67e1b1be,2023-04-06 00:00:00,2023-10-15 00:00:00
d79c1da2-ab96-4532-8e2e-10bf67e1b1be,2023-04-06 00:00:00,2023-10-16 00:00:00
d79c1da2-ab96-4532-8e2e-10bf67e1b1be,2023-04-06 00:00:00,2023-10-23 00:00:00
d79c1da2-ab96-4532-8e2e-10bf67e1b1be,2023-04-06 00:00:00,2023-10-23 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2022-08-14 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2022-09-16 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2022-10-09 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2022-10-31 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2022-11-24 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2022-12-24 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2023-02-05 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2023-03-29 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2023-04-13 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2023-05-18 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2023-06-01 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2023-06-26 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2023-07-20 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2023-07-20 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2023-08-08 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2023-08-24 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2023-11-23 00:00:00
5148c50b-03e8-4060-9a00-ebc44a95f83d,2022-07-16 00:00:00,2023-12-02 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-08-08 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-08-09 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-08-20 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-08-23 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-09-05 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-09-09 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-09-11 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-09-15 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-09-18 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-09-21 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-09-22 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-09-29 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-10-16 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-10-22 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-10-26 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-11-09 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-11-15 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-11-15 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-12-01 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-12-11 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-12-14 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-12-17 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-12-20 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-12-26 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-12-29 00:00:00
bc0f7cab-aa0b-474c-8984-db51dafcb2e9,2023-08-06 00:00:00,2023-12-29 00:00:00
2e0b5828-0be1-4c69-b978-e5bd6fa2ff3c,2023-03-08 00:00:00,2023-04-08 00:00:00
2e0b5828-0be1-4c69-b978-e5bd6fa2ff3c,2023-03-08 00:00:00,2023-04-29 00:00:00
2e0b5828-0be1-4c69-b978-e5bd6fa2ff3c,2023-03-08 00:00:00,2023-06-17 00:00:00
2e0b5828-0be1-4c69-b978-e5bd6fa2ff3c,2023-03-08 00:00:00,2023-06-26 00:00:00
2e0b5828-0be1-4c69-b978-e5bd6fa2ff3c,2023-03-08 00:00:00,2023-07-21 00:00:00
2e0b5828-0be1-4c69-b978-e5bd6fa2ff3c,2023-03-08 00:00:00,2023-08-06 00:00:00
2e0b5828-0be1-4c69-b978-e5bd6fa2ff3c,2023-03-08 00:00:00,2023-08-27 00:00:00
2e0b5828-0be1-4c69-b978-e5bd6fa2ff3c,2023-03-08 00:00:00,2023-09-08 00:00:00
2e0b5828-0be1-4c69-b978-e5bd6fa2ff3c,2023-03-08 00:00:00,2023-10-04 00:00:00
2e0b5828-0be1-4c69-b978-e5bd6fa2ff3c,2023-03-08 00:00:00,2023-11-26 00:00:00
2e0b5828-0be1-4c69-b978-e5bd6fa2ff3c,2023-03-08 00:00:00,2023-11-30 00:00:00
2e0b5828-0be1-4c69-b978-e5bd6fa2ff3c,2023-03-08 00:00:00,2023-12-28 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2022-07-11 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2022-08-01 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2022-08-29 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2022-09-21 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2022-10-07 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2022-11-17 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2023-03-18 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2023-03-21 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2023-05-09 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2023-07-09 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2023-08-02 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2023-08-19 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2023-11-12 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2023-12-06 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2023-12-19 00:00:00
30b9b445-6176-4f04-a5af-4e580dcb3f6e,2022-04-07 00:00:00,2023-12-29 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-06-20 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-06-21 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-06-23 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-07-09 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-07-20 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-07-20 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-07-24 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-07-25 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-07-26 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-07-29 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-07-31 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-08-25 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-08-26 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-09-04 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-09-18 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-09-20 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-09-29 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-09-30 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-10-15 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-10-16 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-11-02 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-11-16 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-11-25 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-11-26 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-12-11 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-12-15 00:00:00
76bbde89-7917-4344-ac4c-5bf13ca9c970,2023-06-12 00:00:00,2023-12-21 00:00:00
8c57c5f0-66b4-4e8b-b3bd-dd0e40575ca9,2022-06-03 00:00:00,2022-06-22 00:00:00
a2dc9d2d-c4ce-4402-8b1e-790f61d651c1,2022-03-23 00:00:00,2022-07-28 00:00:00
a2dc9d2d-c4ce-4402-8b1e-790f61d651c1,2022-03-23 00:00:00,2022-08-15 00:00:00
a2dc9d2d-c4ce-4402-8b1e-790f61d651c1,2022-03-23 00:00:00,2022-12-24 00:00:00
a2dc9d2d-c4ce-4402-8b1e-790f61d651c1,2022-03-23 00:00:00,2023-01-11 00:00:00
a2dc9d2d-c4ce-4402-8b1e-790f61d651c1,2022-03-23 00:00:00,2023-02-14 00:00:00
a2dc9d2d-c4ce-4402-8b1e-790f61d651c1,2022-03-23 00:00:00,2023-03-31 00:00:00
a2dc9d2d-c4ce-4402-8b1e-790f61d651c1,2022-03-23 00:00:00,2023-06-13 00:00:00
a2dc9d2d-c4ce-4402-8b1e-790f61d651c1,2022-03-23 00:00:00,2023-07-13 00:00:00
a2dc9d2d-c4ce-4402-8b1e-790f61d651c1,2022-03-23 00:00:00,2023-11-01 00:00:00
a2dc9d2d-c4ce-4402-8b1e-790f61d651c1,2022-03-23 00:00:00,2023-11-28 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2022-08-02 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2022-08-22 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2022-10-15 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2022-10-27 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2022-12-21 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2022-12-25 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2022-12-29 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2022-12-31 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-02-07 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-02-07 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-02-19 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-02-20 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-05-02 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-05-25 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-06-19 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-08-05 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-08-21 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-08-26 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-09-18 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-09-20 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-09-20 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-10-04 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-11-09 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-11-12 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-11-17 00:00:00
34d8aa66-2859-4455-a9e5-3c47e7ed67b7,2022-07-10 00:00:00,2023-12-24 00:00:00
75e077b3-b74e-41fd-acb6-d69e27005780,2022-10-13 00:00:00,2022-10-20 00:00:00
75e077b3-b74e-41fd-acb6-d69e27005780,2022-10-13 00:00:00,2022-12-03 00:00:00
0e6e9fb1-3ec4-4919-b210-e288333fb296,2022-05-28 00:00:00,2022-06-30 00:00:00
0e6e9fb1-3ec4-4919-b210-e288333fb296,2022-05-28 00:00:00,2022-07-05 00:00:00
0e6e9fb1-3ec4-4919-b210-e288333fb296,2022-05-28 00:00:00,2022-07-09 00:00:00
0e6e9fb1-3ec4-4919-b210-e288333fb296,2022-05-28 00:00:00,2022-10-24 00:00:00
0e6e9fb1-3ec4-4919-b210-e288333fb296,2022-05-28 00:00:00,2022-12-27 00:00:00
0e6e9fb1-3ec4-4919-b210-e288333fb296,2022-05-28 00:00:00,2023-01-27 00:00:00
0e6e9fb1-3ec4-4919-b210-e288333fb296,2022-05-28 00:00:00,2023-02-07 00:00:00
0e6e9fb1-3ec4-4919-b210-e288333fb296,2022-05-28 00:00:00,2023-02-13 00:00:00
